876.799987792969,545.299987792969
865.400024414062,592.599975585938
960.799987792969,509.600006103516
943.5,579.700012207031
998.299987792969,629.400024414062
990.5,663.299987792969
869.599975585938,508.5
945.799987792969,509.700012207031
865.799987792969,563.299987792969
951.299987792969,598.900024414062
1117.69995117188,600.099975585938
1030,600.400024414062
1007.40002441406,494.100006103516
1029.59997558594,529.5
947.799987792969,252.600006103516
993.400024414062,262.299987792969
1015.5,249
932.099975585938,498.799987792969
911.900024414062,574.400024414062
1111.59997558594,513.400024414062
1186.90002441406,504.799987792969
1088.19995117188,254.199996948242
